-5036 -1713 -3446 -1698 -1493 -129 -1372 -298 -188 -166
-1320 -93 -126 -120 -161 -250 -37 -66 -162
-57 -61 -249 -126 -77 -50 -63 -51 -37
-103 -72 -69 -33 -42 -11 -18 -59 -16
-78 -55 -20 -38 -60 -43 -159 -140 -108
-27 -61 -66 -41 -26 -28 -43 -31 -47
-27 -30 -58 -92 -67 -71 -16 -20 -14
-14 -22 -23 -9 -8 -16 -18 -46 -25
-14 -8 -17 -67 -31 -38 -17 -14 -13
-14 -30 -30 -30 -36 -67 -10 -75 -56
-9 -55 -16 -7 -57 -38 -52 -25 -18
-19 -19 -15 -20 -18 -41 -13 -12 -28
-11 -34 -13 -18 -25 -28 -41 -16 -44
-25 -46 -62 -66 -48 -15 -11 -11 -18
-12 -7 -12 -12 -9 -20 -20 -8 -8
-6 2 5 -1 -9 -8 -8 -25 2
-2 -25 0 -9 -5 -6 -15 -12 -57
-9 -12 -11 -23 -8 -15 -13 -6 -12
-9 -12 -12 -10 -20 -4 -12 -23 -2
-14 -32 -11 -23 -34 -10 -6 -60 0
-9 -44 -5 -3 -2 -22 -14 -15 -4
1 -50 -1 -22 -8 -24 -9 -11 -10
-15 -7 -10 -14 -11 -16 -8 -14 -15
-15 -12 -14 -21 -11 -5 -11 -5 -11
-15 -15 -1 4 -12 -13 2 -6 0
-10 -10 -4 -16 -24 -7 -12 -12 -11
-10 -23 -15 -3 -14 -6 -12 -10 -20
-2 -21 -21 -10 0 -9 -7 -6 -9
-9 10 -7 -2 -3 -7 11 -3 6
-11 -2 -5 -6 -9 -13 0 -8 -5
0 2 0 -6 3 7 6 6 2
0 -4 0 -2 -5 -5 2 0 -18
11 20 -1 12 -2 0 1 0 -8
-9 16 -4 5 -3 11 -11 -10 -9
-10 -18 -4 5 -10 -4 -8 -4 -14
-2 -5 -4 0 -9 -4 -3 -3 0
8 -11 -1 0 -3 0 -10 -3 -9
-5 -1 -9 36 0 4 5 -1 -6
2 0 -6 9 -4 -2 0 -5 -2
-15 -7 3 -3 0 1 7 -3 -11
7 7 -3 1 6 -16 -4 0 0
5 4 0 -12 -9 -4 3 -1 -3
-2 -4 7 5 -8 -11 1 3 -6
0 -6 -3 1 -15 6 -7 1 2
3 4 -1 -8 -6 10 -4 -1 9
-1 -3 -5 -1 -3 -8 1 6 -8
-8 -13 -6 -4 -9 -1 -6 -1 6
-13 -7 -2 8 8 -11 -3 -4 2
-2 0 -3 1 -8 -13 0 4 14
4 -2 -7 -10 -8 3 7 -5 -4
3 8 0 1 4 -6 -3 2 -10
1 -10 -10 -5 -5 1 5 -4 -10
-9 1 1 6 -15 -8 -11 2 3
-2 1 6 -4 0 3 -1 -6 -2
0 -20 4 0 -16 11 2 -11 0
9 1 3 -5 1 126 29 0 4
10 48 734 79 12 10 6 10 349
16 9 11 28 491 881 33 3 6
30 6 2 431 145 23 6 30 13
6 46 -8 1 5 8 15 17 4
11 1 0 1 3 19 3 4 0
7 22 3 8 14 17 10 15 8
4 5 7 12 5 12 10 89 0
6 -5 84 17 14 7 10 82 36
-8 9 19 13 47 129 4 10 14
27 1 10 1418 12 9 11 10 8
-1 3 6 14 19 24 71 -3 17
5 3 -2 14 20 2 11 6 -10
47 5 0 7 6 -2 7 58 23
10 -3 16 15 9 19 1 6 18
2 -12 3 3 -4 5 18 22 13
39 10 3 4 246 0 7 0 1
74 1 9 8 3 11 1 2 16
9 19 0 19 12 -6 -6 0 2
-4 -7 11 0 4 36 97 0 230
50 8 3 11 5 8 9 41 0
2 3 19 6 19 19 12 7 13
13 4 6 -2 381 4 11 3 0
13 0 2 -1 -6 15 7 74 1
4 117 23 7 4 76 34 12 16
-1 5 7 1314 7 10 29 5 17
62 9 34 -5 0 31 4 2 63
12 4 9 254 18 8 22 4 116
-6 5 7 674 -3 35 5 12 0
4 7 9 16 26 -1 9 22 28
16 -4 82 10 0 15 13 11 10
-5 10 1 12 8 0 35 16 406
10 4 5 11 16 8 11 9 11
6 17 12 15 33 48 17 5 -6
4 15 1 56 11 6 12 80 96
59 14 35 22 9 14 81 42 3
8 11 0 -4 13 11 8 7 9
10 67 19 -1 -10 8 7 -1 3
1 24 16 9 48 18 2 9 0
39 639 9 5 -5 -3 6 11 12
11 23 14 -4 4 53 4 9 30
52 4 9 101 103 27 2 31 47
32 6 2 -4 8 7 12 42 22
39 22 20 133 22 183 -4 -1 4
7 28 12 4 5 57 14 3 0
2 0 4 13 12 31 4 20 36
11 60 67 -6 0 7 47 5 12
27 14 215 17 -7 -7 1 3 7
119 2 2 9 17 127 52 3 2
224 6 -4 -3 15 8 34 59 24
9 3 11 -5 20 229 8 6 13
6 25 8 5 9 12 7 27 7
27 0 0 50 4 6 4 0 -6
77 2 2 1 -19 -7 53 34 3
6 70 10 44 32 15 4 21 14
2 87 15 10 10 3 9 5 20

