-9 -19 34 -17 0 -13 58 6 -4 4
-8 -6 10 17 184 -4 13 19 14
-8 -1 -7 -12 -15 -11 -9 -86 15
-17 13 -60 0 -15 -58 -2 1 15
-9 12 -27 -4 6 46 16 17 31
-3 3 -11 -4 5 14 -8 30 9
-5 -1332 28 11 -2 -27 -1 -5 -217
6 -3 -3 27 -64 9 10 8 -11
-11 54 -2 -2 8 0 14 17 -2
-22 -5 5 -2 22 1 0 -2 2
28 -12 2 5 1 12 29 11 -27
1169 71 -9 14 38 2 27 106 -10
-1 -2 -1 2 -91 7 -1 10 -20
4 4 17 -9 76 1 -3 0 -13
-4 10 10 -27 -2 -8 -10 56 10
32 20 -10 -82 1 5 -14 20 -12
3 -52 8 -7 2 40 -10 31 1
0 -70 20 6 -1 1 -1 -1 -17
-12 -62 -22 -17 13 0 -4 9 1
16 0 -2 7 -41 38 -19 345 -2
6 11 3 12 -11 9 -27 -57 10
41 21 0 5 14 -2 6 -6 95
1 -4 -7 -2 -8 7 5 -2 -2
5 -3 56 -1 -4 -8 -1 12 13
-3 2 15 5 -17 -12 -6 28 301
9 -1 -14 13 5 2 -3 -15 -13
2 2 62 -4 -2 21 1 13 2
-29 -8 3 -444 -28 0 2 -15 2
3 0 -18 -5 28 3 -13 7 6
-6 -2 -10 9 -2 -168 -198 10 3
-5 58 13 8 -6 0 7 -36 0
-12 -12 -20 -47 -14 -14 -2 -13 5
20 8 -10 4 13 2 0 63 3
6 6 19 -10 2 -2 10 -42 -1
20 -2 -5 9 -11 19 -352 5 18
-5 -184 4 -13 -11 3 0 1 -3
-3 10 -2 -3 9 -8 -3 0 39
15 -20 -39 85 -15 50 -2 -11 4
-13 -12 -13 0 3 12 -5 22 5
-9 15 -8 0 -12 -11 0 1 -11
-40 -117 14 6 -15 -47 6 0 24
0 13 -8 -1 -2 -3 -1 -14 -7
-392 6 -12 101 2 184 -18 7 9
3 -14 -354 5 -8 2 39 -9 18
-15 16 29 127 -34 17 -4 -9 -3
9 16 -1 -19 -2 -33 3 3 9
-2 7 7 -6 19 -41 -16 -12 -50
-1 -8 -13 -15 24 -4 314 10 -14
21 -6 16 -3 -9 -1 -9 9 15
26 -35 10 1 10 -33 4 4 -9
7 9 9 -4 6 -11 -11 2 -53
-144 -21 -2 -164 -5 -9 -4 2 9
1 -8 1 -26 -15 26 22 1528 0
2 9 -41 3 4 -1 -2 -15 81
-10 13 21 23 -5 5 10 0 23
45 0 -110 28 1 15 2 12 70
-3 1 -15 12 -5 -1 -4 52 20
-4 7 24 -21 18 -26 122 7 2
-4 -15 10 -13 -13 7 47 0 3
-13 -11 -14 0 -4 5 11 0 15
0 1 9 39 -3 -1 0 1 -18
-60 4 5 11 30 6 10 22 -11
-84 -15 -14 5 11 -3 -6 -5 -2
-12 -2 4 136 9 6 -59 0 -30
-1 -8 8 -12 2 13 196 10 0
-24 -21 10 -7 20 -4 8 -16 -10
-8 6 66 -11 -5 7 8 -9 -7
-9 9 1 -18 0 -12 -12 10 -9
39 25 1 4 -3 74 10 16 -2
-2 -15 0 2 10 15 13 -28 -9
-9 1 14 9 6 -18 -12 -22 -19
377 -6 -5 -10 -18 8 4 -5 -16
6 -13 -3 -2 6 0 10 -1 23
1 -14 7 171 44 19 6 -41 15
6 6 -9 14 -28 -147 -10 19 -15
-19 9 6 -14 -6 6 -9 -49 -8
6 34 29 -10 -17 8 7 -225 -2
-3 -6 -3 -50 35 19 8 4 -7
8 2 5 -3 35 2 22 3 9
0 18 -2 21 14 -69 -50 16 4
-28 116 10 -28 23 43 -2 25 0
31 -6 -26 -3 67 8 0 -31 2
-22 0 37 30 -5 -119 136 -1 -46
20 3 -6 28 -36 55 -471 -40 1
-8 63 -2 -54 -104 1 -6 5 41
0 -62 -7 3 51 -24 -1 15 13
15 0 -4 6 -8 -12 -38 25 -18
5 2 -14 38 -2 1 -17 33 11
48 -7 -632 41 8 6 9 -8 24
10 20 14 17 0 15 -1 47 7
-489 34 2 -2 17 -4 23 -13 -6
8 -7 11 -2 -21 6 14 -17 5
-4 3 -9 -1 -10 18 -141 -10 9
41 6 -14 0 -4 9 39 -8 9
-7 -12 68 6 6 -14 11 -8 -1
-11 8 -8 15 -5 -41 -9 8 -87
14 6 6 0 -5 12 -5 -9 9
20 8 9 -11 0 -3 25 1053 2
17 9 71 0 -14 -101 0 -7 -5
-9 5 -1 0 -1 -44 12 3 -20
201 -23 0 1 17 0 5 3 -51
-1 -8 0 5 6 19 2 -6 -12
-20 1 -17 -6 7 10 -2 -1 -10
14 0 7 3 -12 -5 -11 5 5
80 -9 14 0 8 79 9 -11 -83
-10 -30 5 -17 9 -5 -3 -19 10
4 -53 7 -43 11 -8 31 -22 8
40 -1 3 16 0 2 10 -3 12
10 -59 21 3 -4 -19 -1 16 -3
-2 5 304 54 0 0 2 -4 16
-19 -116 0 9 -17 -44 -232 45 40

