-5367 -812 -699 -483 -448 -388 -371 -331 -312 -228
-213 -187 -172 -167 -163 -146 -134 -129 -128
-116 -113 -111 -110 -110 -110 -104 -98 -91
-85 -82 -75 -73 -72 -69 -68 -67 -65
-65 -65 -64 -61 -60 -57 -56 -55 -53
-53 -53 -53 -51 -51 -50 -50 -50 -49
-49 -48 -47 -45 -44 -43 -43 -43 -43
-43 -42 -41 -41 -41 -40 -40 -39 -39
-37 -37 -37 -34 -34 -33 -33 -33 -33
-32 -32 -31 -31 -31 -31 -29 -29 -28
-27 -27 -27 -27 -27 -27 -27 -26 -25
-25 -24 -24 -24 -24 -24 -23 -23 -23
-23 -23 -23 -22 -22 -22 -21 -21 -21
-21 -21 -21 -21 -20 -20 -20 -20 -20
-20 -20 -19 -19 -19 -19 -19 -19 -19
-18 -18 -18 -18 -18 -18 -18 -18 -18
-17 -17 -17 -17 -17 -17 -17 -16 -16
-16 -16 -16 -16 -16 -16 -16 -15 -15
-15 -15 -15 -15 -15 -15 -15 -15 -15
-15 -15 -15 -15 -14 -14 -14 -14 -14
-14 -14 -14 -14 -14 -14 -14 -14 -14
-13 -13 -13 -13 -13 -13 -13 -13 -13
-13 -13 -13 -13 -13 -13 -12 -12 -12
-12 -12 -12 -12 -12 -12 -12 -12 -12
-12 -12 -12 -12 -12 -12 -11 -11 -11
-11 -11 -11 -11 -11 -11 -11 -11 -11
-11 -11 -11 -11 -11 -11 -11 -11 -10
-10 -10 -10 -10 -10 -10 -10 -10 -10
-10 -10 -10 -10 -10 -10 -10 -10 -10
-10 -10 -10 -10 -10 -10 -9 -9 -9
-9 -9 -9 -9 -9 -9 -9 -9 -9
-9 -9 -9 -9 -9 -9 -9 -9 -9
-9 -9 -9 -9 -9 -9 -8 -8 -8
-8 -8 -8 -8 -8 -8 -8 -8 -8
-8 -8 -8 -8 -8 -8 -8 -8 -8
-8 -8 -8 -8 -8 -7 -7 -7 -7
-7 -7 -7 -7 -7 -7 -7 -7 -7
-7 -7 -7 -7 -7 -7 -7 -7 -7
-7 -7 -7 -6 -6 -6 -6 -6 -6
-6 -6 -6 -6 -6 -6 -6 -6 -6
-6 -6 -6 -6 -5 -5 -5 -5 -5
-5 -5 -5 -5 -5 -5 -5 -5 -5
-5 -5 -5 -5 -5 -5 -5 -5 -5
-4 -4 -4 -4 -4 -4 -4 -4 -4
-4 -4 -4 -4 -4 -4 -4 -4 -4
-4 -4 -4 -4 -4 -4 -4 -4 -3
-3 -3 -3 -3 -3 -3 -3 -3 -3
-3 -3 -3 -3 -3 -3 -3 -3 -3
-3 -3 -3 -3 -3 -3 -3 -3 -3
-3 -3 -2 -2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2 -2 -2 -2
-2 -2 -2 -2 -2 -2 -2 -2 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 1
2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2
2 2 2 2 2 2 2 3 3
3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3
3 3 3 3 3 3 3 3 3
3 3 3 4 4 4 4 4 4
4 4 4 4 4 4 4 4 4
4 4 4 4 5 5 5 5 5
5 5 5 5 5 5 6 6 6
6 6 6 6 6 6 6 6 6
6 6 6 6 6 6 7 7 7
7 7 7 7 7 7 7 7 7
7 7 7 7 7 7 7 7 7
8 8 8 8 8 8 8 8 8
8 8 8 8 8 9 9 9 9
9 9 9 9 9 9 9 9 9
9 9 9 9 9 9 9 9 9
9 9 10 10 10 10 10 10 10
10 10 10 10 10 10 10 10 10
10 11 11 11 11 11 11 11 11
11 11 11 11 11 11 11 11 11
11 12 12 12 12 12 12 12 12
12 12 12 12 12 12 13 13 13
13 13 13 13 13 13 13 13 13
13 13 13 14 14 14 14 14 14
14 14 14 14 14 14 14 14 14
14 14 15 15 15 15 15 15 15
15 15 15 15 15 15 15 15 15
16 16 16 16 16 16 17 17 17
17 17 17 17 17 17 18 18 19
19 20 20 20 20 21 21 21 22
22 22 22 22 22 22 22 23 23
24 24 25 25 25 26 26 26 27
28 28 28 28 29 30 30 30 30
30 30 31 31 31 31 32 32 33
33 34 34 34 34 36 39 42 43
44 44 46 46 46 46 47 48 49
50 52 52 52 53 54 56 58 59
60 61 63 67 67 68 71 77 79
91 95 96 96 100 103 107 110 111
114 117 119 120 121 133 135 136 138
161 165 191 197 198 199 211 211 222
236 270 277 280 284 312 420 533 2628

