-5 -11 2 0 -22 35 2 5 11 -13
0 4 -18 -6 -1 -11 10 5 -11
13 0 -60 0 -57 8 8 -11 3
-120 32 -5 -3 -20 14 -37 47 14
7 -4 -14 -7 230 -32 15 -9 7
-16 12 10 12 -4 -1 23 -51 133
57 3 7 6 0 -48 -15 48 11
881 13 15 0 8 -298 0 -59 10
-66 19 -17 7 18 2 0 74 2
-38 3 -6 19 4 7 -3 -11 62
4 -12 4 28 -50 16 -15 6 11
-4 0 -15 -1 -1 -3 -5 -2 -3
39 -12 -5 -10 4 215 -41 -16 34
229 -14 -6 6 2 2 -16 -6 -9
349 -14 11 6 145 -22 8 4 19
3 -11 -1713 4 89 -5 10 -18 13
-25 0 1 -9 16 -3 -162 6 -57
-4 -10 -11 -14 -38 -9 -17 0 8
16 0 -6 -10 97 -4 5 0 19
-14 -2 3 -2 -67 -10 7 -75 7
1 0 -126 5 8 -1320 -4 -15 9
7 -4 11 1 8 -24 -7 -66 -25
-15 -18 80 59 81 11 -8 -14 -15
-6 9 -14 -21 6 -13 4 -5 -12
32 -15 -1 -47 183 28 2 0 4
-37 67 2 -16 -24 -103 17 -12 -3
6 -23 8 3 -46 0 6 77 -20
3 70 4 -10 9 1 126 -20 -11
734 12 -7 16 -3 -7 -33 -12 30
2 -9 30 6 -8 5 -20 -8 1
0 2 -9 -6 3 7 6 -8 2
12 -16 10 6 -18 14 7 82 -8
19 20 4 12 -2 -25 0 8 -8
-9 -16 71 5 3 14 2 -10 -9
0 -2 58 10 -3 -4 19 -31 -12
3 5 22 -15 -166 246 -3 -3 1
8 11 1 0 0 12 -12 2 -9
0 36 -9 -61 8 -12 9 -30 -23
19 -30 7 13 -36 381 11 0 -23
2 -7 -159 -10 23 -6 34 12 -1
7 10 29 17 34 -5 -4 0 4
-9 4 4 -6 -9 -3 3 -1 7
-4 -4 9 5 -8 0 1 10 -6
-22 -6 -38 1 -52 6 11 9 -11
3 48 5 4 15 10 -10 96 14
-1 9 42 -1 -26 -8 8 6 67
-8 8 -63 3 16 48 -6 9 39
5 -5 -41 12 -43 -4 4 9 4
9 0 -15 1 2 8 12 4 14
4 -34 -4 7 12 4 -27 0 2
0 12 4 1 -10 -6 -3 -4 27
17 -10 -10 -5 -7 9 52 -4 224
-9 8 1 9 11 20 -25 13 25
8 1 7 7 -6 4 4 -67 -161
-20 -66 53 -2 -72 44 -21 14 87
9 1 0 20 -11 -7 29 0 4
10 -9 -18 79 10 10 6 10 -2
-12 9 -7 28 491 -250 33 3 6
-14 6 -12 431 -2 23 6 -5 -6
-42 46 -9 1 -13 -23 0 17 -8
11 -5 0 1 3 -8 -6 4 0
7 22 3 8 2 17 5 15 6
-1 5 7 0 -4 12 -1698 -9 -2
-8 -5 84 17 -8 -18 2 0 36
-25 9 -46 11 2 129 -2 -1 14
27 1 10 1418 12 9 11 10 0
-1 3 6 -14 -5 24 -4 -3 17
-6 -8 -2 -15 20 -78 11 -12 -10
47 5 -67 -10 6 -18 -9 -188 23
5 -12 16 15 9 -8 1 6 -4
-23 -55 -2 3 -5 -8 18 -4 -57
39 10 3 4 -4 0 7 -1493 1
0 -6 9 -20 3 -12 -9 -1 -13
9 19 -3 19 -12 -10 -6 0 -3
-4 -14 11 -5 4 -1 -20 -30 36
50 -60 0 11 4 8 5 41 -1
2 3 2 6 -2 0 12 -6 9
13 -4 6 -2 -43 4 0 -5 -11
13 0 -15 -1 -6 -34 3 74 1
4 117 0 1 4 76 7 -3 16
-140 5 7 1314 7 0 -3 5 -249
-56 9 6 -44 -16 31 -5 2 63
12 -3 9 254 18 -108 22 -2 116
-5036 5 -55 674 -14 35 5 12 0
-3 -27 -2 16 26 -1 -7 22 1
16 -77 82 10 -11 15 13 3 -1
-5 10 -61 0 -129 0 -3 -8 406
-93 4 5 11 16 8 -9 1 11
2 17 12 15 33 -10 17 -1 -6
-8 -6 1 56 -7 6 -19 -1 -41
9 -14 35 22 -3 14 -5 -11 3
-16 -19 -3 -50 13 11 1 7 9
10 -8 19 -20 -10 -13 7 -15 -4
1 24 -9 -12 -28 18 2 -1 0
6 639 9 -13 -11 -7 -2 11 8
11 -126 14 -11 -11 53 -3 -4 30
52 2 -31 101 103 27 2 31 47
-28 6 -8 -4 -13 7 0 42 22
-11 22 20 4 22 -2 -7 -1 4
-10 -8 -13 3 5 7 14 3 -13
-3446 -4 -18 13 8 31 0 20 36
11 60 -25 -6 0 7 47 5 12
-10 14 1 -30 -7 -7 1 -28 -58
119 2 -5 -12 1 127 5 3 2
-10 6 -4 -11 15 1 -10 59 24
-44 3 -15 -5 -8 -11 -92 2 -15
6 -3 -2 5 9 12 6 27 -4
27 0 0 50 3 -12 -62 -6 -10
-2 2 0 1 -19 -7 4 34 -71
0 -16 10 -21 11 15 -1372 21 -11
0 -69 15 10 10 3 3 5 -9

